direction,arm,start_12,end_12,start_22,end_22,start_23,end_23,start_24,end_24,start_25,end_25,start_26,end_26,start_27,end_27,start_28,end_28
left,right,0.2439467757940292,0.046563621610403,-0.5679444074630737,-0.4097286760807037,0.120418295264244,0.1362494528293609,0.147022470831871,0.9212034344673156,0.7522138953208923,0.3359537720680237,0.0280311033129692,0.4197834432125091,-0.0592423416674137,-0.0596335045993328,0.0296211708337068,0.0493021458387374
down,right,0.0466171875596046,0.0491080805659294,-0.4091174900531769,-0.2059968411922454,0.1345836520195007,0.0598260499536991,0.9319292902946472,0.9774333834648132,0.341190904378891,1.0444012880325315,0.4197834432125091,0.4187887609004974,-0.059342049062252,-0.0496856421232223,0.0497239902615547,0.0425142794847488
right,right,0.0491080805659294,0.0484384857118129,-0.2169504314661026,-0.1501743197441101,0.0598020814359188,-0.5665174722671509,0.9751324653625488,-0.062557652592659,1.0362999439239502,1.0862022638320925,0.4203347265720367,0.4201789200305938,-0.0493865124881267,-0.0610677786171436,0.0424529202282428,-0.0498927272856235
up,right,0.0484518781304359,0.1592296361923217,-0.1448653191328048,-0.4863318502902984,-0.4973685145378113,-0.6649079918861389,-0.062557652592659,-0.6391666531562805,1.0852075815200806,0.2964657545089721,0.4203706681728363,0.3393213450908661,-0.0610370971262455,-0.7159548997879028,-0.0499234087765216,-0.0304035004228353
right,right,0.1593099981546402,0.1590823233127594,-0.4479583501815796,-0.0563737973570823,-0.6022544503211975,-0.2538730204105377,-0.6825975179672241,-1.0713777542114258,0.3001808822154999,0.1412101238965988,0.3429286181926727,0.3430124819278717,-0.7063214778900146,-0.4810487329959869,-0.0347830168902874,-0.2019715905189514
back,right,0.1591626852750778,0.1469894498586654,-0.0563258603215217,0.5912417769432068,-0.2139895260334015,-0.1757718324661255,-1.0699156522750854,-0.9195735454559326,0.1437987238168716,-0.2574810683727264,0.3428447246551513,0.6187455654144287,-0.4809873700141907,-0.4816546440124511,-0.2019102275371551,0.188879057765007
left,right,0.1472840756177902,0.1596046090126037,0.5902350544929504,-0.1944320648908615,-0.1728356927633285,0.0522040836513042,-0.9058756232261658,0.7739173173904419,-0.2487206161022186,-0.1435710191726684,0.6171636581420898,0.1357453167438507,-0.3917096853256225,0.0064887390471994,0.1888637244701385,0.1539349853992462
down,right,0.1595108658075332,0.1595778316259384,-0.1934853196144104,-0.051939632743597,0.0516887605190277,0.0529351234436035,0.762412428855896,0.7798494696617126,-0.1355296075344085,1.012343406677246,0.1378066092729568,0.1379504203796386,0.0065194186754524,0.0036048549227416,0.1540270149707794,0.1427982747554779
forward,right,0.1596046090126037,0.1597787141799926,-0.0575362667441368,-0.6942461729049683,0.0527194067835807,0.1193037629127502,0.7802689075469971,0.451661467552185,1.0131943225860596,0.714739203453064,0.1375549435615539,0.1526071280241012,0.0038502919487655,0.1809560507535934,0.142867311835289,0.0388864167034626
up,right,0.1598322689533233,0.1594572961330413,-0.6657237410545349,-0.6466568112373352,0.1193516999483108,0.1206579804420471,0.4588759839534759,0.1519959270954132,0.7148230671882629,-0.5020071864128113,0.1521996557712555,0.1518161594867706,0.1806722730398178,-0.3747822046279907,0.0406198129057884,0.0664904043078422
back,right,0.1597787141799926,0.1442039310932159,-0.5725104212760925,0.4855528771877289,0.1379392296075821,-0.205540657043457,0.1955226361751556,0.546480655670166,-0.5354431867599487,-0.2130315899848938,0.1554353982210159,0.1071269884705543,-0.3746594786643982,-0.5002925395965576,0.2050932347774505,0.2281336337327957
